dba_name,community_areas,census_tracts,no_of_violations,crime_count
little quiapo restaurant,13.0,747.0,14.25,3.5
little rascals,16.0,328.0,0.0,7.0
little saigon baguette,76.0,160.0,11.6,6.6
little sheep mongolian hotpot,35.0,3.0,5.666666666666667,3.6666666666666665
little smoque,38.0,92.0,1.0,26.5
little unicoco restaurant,10.0,489.0,3.0,6.0
little vietnam restaurant,76.0,144.0,4.2,6.4
little wok,15.333333333333334,295.3333333333333,6.166666666666667,9.333333333333334
"litttle branch cafe, inc.",34.0,374.0,9.0,6.0
lizzie mc neills,37.0,159.0,4.2,23.2
lloyd chicago restaurant,38.0,92.0,2.8333333333333335,25.0
lm le restaurant,6.0,667.0,8.0,6.0
lo china kitchen inc.,16.0,116.0,2.0,7.0
lo chinese kitchen,16.0,116.0,3.8,7.6
lobo bravo,34.0,374.0,14.0,2.0
local root,37.0,534.0,5.0,22.0
lockdown,25.0,542.0,7.75,18.5
lockwood,38.0,367.0,3.625,24.5
logan bar and grill,23.0,322.0,6.5,17.166666666666668
logan square auditorium,23.0,549.0,2.5,17.75
lokal  contemporary  european,25.0,438.0,4.6,18.0
lokal contemporary european,68.0,743.0,9.333333333333334,11.0
lomas restaurant,64.0,319.0,3.5,14.5
loncars,42.0,510.0,3.0,17.0
lonchera michoacana,14.0,24.0,2.5,7.5
londonhouse hotel,38.0,580.0,2.3333333333333335,34.333333333333336
lone star bbq bar,17.0,458.0,6.0,8.0
lone wolf,29.0,63.0,5.0,21.333333333333332
longacre chicago/longacre pizza box,31.0,611.0,2.0,10.0
longman eagle,23.0,549.0,8.25,11.0
lonnie pizzeria inc,17.0,445.0,3.2,3.6
loop juice,29.0,784.0,3.0,22.6
loop soup,29.0,784.0,5.666666666666667,24.666666666666668
looseleaf lounge,57.0,102.0,6.0,19.0
"loquacious culinary events, inc",71.0,661.0,3.5,3.5
loretta bake shop and cafe,29.0,63.0,3.25,22.5
los  altos,59.0,706.0,5.571428571428571,13.428571428571429
los alamos,33.0,366.0,7.5,10.333333333333334
los amantes,53.0,606.0,3.6,5.2
los amigos mexican restaurant inc,61.0,776.0,6.0,4.5
los anafres restaurant,24.0,285.0,6.0,20.0
"los arcos authentic mexican food, inc.",76.0,540.0,8.8,7.6
los arriados incorporated,32.0,124.0,3.6666666666666665,11.833333333333334
los caminos de michoacan,57.333333333333336,182.0,5.333333333333333,14.166666666666666
los caminos de michoacan i inc,20.0,53.0,4.0,9.0
los candiles,32.0,227.0,5.0,13.571428571428571
los cantaritos,52.0,787.0,5.333333333333333,3.1666666666666665
"los cantaritos grill, inc",24.0,454.0,12.5,25.0
los carbones,48.0,526.0,4.333333333333333,3.0
los chepes,55.0,156.0,7.0,10.0
los comales #3,33.0,270.0,8.625,7.5
"los corrales taquera, inc.",32.0,203.0,6.666666666666667,16.5
los corrales taqueria y restaurante,32.0,203.0,3.0,19.0
los delfines #2,54.0,637.0,4.0,3.0
los dos leones,22.0,55.0,5.0,7.0
los dos primos,16.0,329.0,10.0,8.0
los encinos inc.,15.0,94.0,8.0,9.0
los faroles authentic mexican restaurant,14.0,258.0,5.0,5.0
los gavilanes,32.0,203.0,4.0,15.0
los jalpenos corporation,16.0,329.0,5.0,6.0
los mangos,45.714285714285715,212.14285714285714,6.857142857142857,16.571428571428573
los mangos neveria y fruiteria,32.0,227.0,4.0,10.5
los mangos neveria y fruteria,32.0,312.0,7.833333333333333,12.0
los mangos neveria y fruteria #3,60.0,773.0,5.0,4.166666666666667
"los mangos, inc.",54.0,698.0,8.0,4.0
los mixiotes,63.0,6.0,1.5,5.0
los molcajetes,14.0,24.0,4.5,5.5
los nopales restaurant,6.0,621.0,3.3333333333333335,4.333333333333333
los nuevos chefs del sabor,14.0,119.0,4.0,9.0
los olivo,32.0,312.0,4.5,13.5
los pancho restaurant,63.0,6.0,2.75,1.75
los pekes ice cream and coffee,63.0,339.0,4.5,3.0
los pekes ice cream coffee shop inc.,32.0,194.0,7.0,11.5
los pollitos,21.0,135.0,7.5,4.5
los toritos restaurant y taqueria,46.0,622.0,5.625,3.5
los tres amigo restaurant,48.0,526.0,4.666666666666667,4.166666666666667
los tres angeles de la salud,23.0,70.0,4.0,14.0
los tres panchos corporation,68.0,795.0,4.666666666666667,12.333333333333334
lost lake thank you chinese,22.0,465.0,2.0,7.0
lost larson,76.0,564.0,6.5,6.0
lottie pub,23.0,179.0,5.333333333333333,16.166666666666668
lotus banh mi,38.0,92.0,3.0,39.0
lotus cafe banh mi sandwiches,29.0,97.0,6.0,22.0
lotus restaurant,67.0,497.0,4.8,19.6
lou malnati pizzeria,39.76923076923077,481.64102564102564,4.333333333333333,22.256410256410255
lou malnatis pizzeria,23.875,457.75,1.75,23.875
lou mitchell,29.0,786.0,8.5,21.75
louis a. weiss memorial hospital,31.0,636.0,3.888888888888889,8.666666666666666
louisiana famous fried chicken,3.0,189.0,3.0,3.0
lovely kitchen and cafe,25.0,484.0,1.0,21.0
lovely: a bake shop,25.0,484.0,4.0,25.0
loving heart,31.0,20.0,3.0,8.142857142857142
loving hut,76.0,539.0,5.571428571428571,5.285714285714286
lowcountry,57.0,731.0,7.5,15.5
lowcountry 2,38.0,368.0,4.0,24.0
lp express,14.0,751.0,5.0,5.5
lu-lu inc,29.0,5.0,4.25,24.375
luc thuang noodle inc.,25.0,482.0,5.5,17.5
lucero tamales,32.0,227.0,2.0,21.0
lucia gourmet italian cuisine,25.0,482.0,4.6,21.6
lucks  food,31.0,634.0,11.857142857142858,11.428571428571429
lucky grill,36.0,734.0,7.333333333333333,2.6666666666666665
lucky grill inc,15.0,259.0,7.333333333333333,10.833333333333334
lucky mexican restaurant,31.0,576.0,9.0,3.0
lucky sandwich co. maxwell street,29.0,97.0,9.0,24.0
lucky sandwich co. wicker park,25.0,179.0,2.6666666666666665,22.333333333333332
lucky sandwich company,57.0,710.0,4.6,19.2
lucky strike lanes,37.0,159.0,5.8,27.4
lucky vito pizzeria,23.0,387.0,8.333333333333334,15.5
lucy paleteria y neveria fruitlandia,32.0,194.0,6.0,17.0
luella gospel bird,23.0,209.0,22.0,9.0
luella southern kitchen llc,6.0,665.0,5.5,7.5
lugano pizza,55.0,640.0,4.25,8.5
luganos pizza,64.0,349.0,5.0,16.6
"luigi pizza by the slice, inc",27.0,619.0,7.0,17.0
luigi stefani pizzeria,53.0,86.0,2.25,6.25
luis c. gomez,21.0,463.0,6.6,5.0
luis vega romero,24.0,99.0,1.0,25.0
luke,38.0,92.0,5.125,24.25
luke beef pizza,17.0,424.0,5.0,3.5
luke lobster,38.0,92.0,1.4,30.0
lukes lobster,37.0,652.0,3.0,39.0
lula cafe,23.0,549.0,8.166666666666666,14.0
lula' s grill pizza inc,56.0,720.0,10.0,4.0
lulu belle pancake house,57.0,725.0,4.0,17.666666666666668
lumes pancake house,74.0,378.0,6.0,7.142857142857143
luna llena sports grill,19.0,303.0,11.5,11.5
lupitas mexican american food,33.0,270.0,4.375,7.5
lupito,33.0,366.0,4.666666666666667,9.333333333333334
lure,35.0,3.0,4.5,4.5
luscious layers bakery,23.0,209.0,4.0,17.0
lush wine spirits,32.0,538.0,2.3333333333333335,14.833333333333334
lutnia restaurant,15.0,361.0,5.4,9.4
luversia family restaurant,67.0,496.0,3.0,22.0
lux,36.0,699.0,9.0,1.0
luxbar,37.0,105.0,7.5,25.0
luzzat restaurant inc.,10.0,357.0,5.2,8.2
lyfe kitchen,37.0,382.15384615384613,3.076923076923077,25.076923076923077
m  henrietta,76.0,46.0,4.5,5.0
m burger,37.333333333333336,306.3333333333333,2.9444444444444446,24.944444444444443
"m g char grill,, inc.",46.0,644.0,5.125,3.625
m j chicken fish,67.0,497.0,6.666666666666667,21.333333333333332
m j flaming,37.0,108.0,19.0,24.0
m kafe,76.0,213.0,2.0,10.0
m r foods,45.0,253.0,4.5,17.5
m vie,25.0,521.0,1.5,15.5
m. henry,76.0,539.0,7.666666666666667,6.166666666666667
"m.h.r.,l.l.c.",38.0,580.0,3.0,23.0
m.w. prince hall grand lodge,2.0,220.0,10.0,2.0
m2,29.0,91.0,4.333333333333333,21.5
m2 cafe,29.0,91.0,10.0,16.0
ma gong la po,35.0,3.0,6.571428571428571,4.714285714285714
ma&i,34.0,374.0,4.6,6.2
mac american food,25.0,462.0,5.0,24.166666666666668
mac arthur,26.0,674.0,6.5,51.75
mac kelly,38.0,92.0,6.5,18.0
mac kellys greens things,38.0,92.0,4.428571428571429,29.142857142857142
macau tasty house,35.0,346.0,7.5,3.0
"maccy,inc",14.0,118.0,4.0,5.0
macello ristorante,29.0,63.0,7.833333333333333,24.0
machetes machetacos inc.,53.0,604.0,4.0,6.0
machetes pa matar el hambre,54.0,698.0,2.6666666666666665,2.6666666666666665
machu picchu,57.0,689.0,9.75,13.0
machu picchu restaurant,57.0,689.0,6.333333333333333,10.666666666666666
mackelly,34.0,374.0,3.0,6.25
macku,68.0,210.0,8.166666666666666,12.0
macku signature,57.0,684.0,3.5,12.0
maclean center cafe,38.0,367.0,3.7142857142857144,29.285714285714285
macy,37.8421052631579,525.2105263157895,3.9473684210526314,25.86842105263158
mad,29.0,63.0,4.0,19.333333333333332
mad boiler,29.0,91.0,11.0,29.0
mad love,6.0,225.0,3.5,6.0
mad river bar grille,57.0,681.0,4.166666666666667,18.166666666666668
maddanthony bar grill/lacoco pizza pasta,55.0,640.0,7.0,8.0
madison crab house,29.0,91.0,12.0,23.0
madison street cafe,38.0,92.0,5.5,22.5
madison street grill,26.0,67.0,3.6666666666666665,43.333333333333336
madison subway llc,38.0,92.0,2.6666666666666665,21.0
madison tavern,29.0,784.0,8.333333333333334,26.333333333333332
madison vine wines,29.0,63.0,2.25,26.25
magarita pizza,21.0,76.0,5.666666666666667,2.6666666666666665
maggiano banquets on grand,37.0,670.0,3.8333333333333335,28.333333333333332
maggiano little italy,37.0,670.0,7.0,29.0
maggie gyros,59.0,768.0,3.5,14.5
maggie gyros chicken,4.0,162.0,4.666666666666667,8.833333333333334
"magic cafe grill, inc.",73.0,264.0,13.0,1.0
magic cellular,24.0,286.0,2.75,24.25
magic grill inc.,14.0,750.0,4.25,4.75
magic jug,15.0,131.0,6.875,8.375
magnolia bakery,38.0,92.0,4.0,27.0
magnolia cafe,31.0,611.0,2.5,12.5
mago grill cantina,38.0,12.0,5.0,19.0
mago tamales taqueria,19.0,65.63636363636364,6.090909090909091,11.727272727272727
mahoney,25.0,521.0,3.0,16.0
mai tai,38.0,368.0,3.5,37.5
maico bakery,55.0,156.0,8.0,9.0
maillard tavern,25.0,109.0,3.0,20.0
main dining,38.0,92.0,5.142857142857143,28.571428571428573
maison de castelnau,13.0,799.0,3.0,3.0
maison marcel,57.0,682.0,5.0,14.0
majani food emporium,39.0,417.0,4.0,18.0
majestic hotel,57.0,726.0,3.6,14.0
major charles l. hunt post no. 2024,50.0,255.0,2.0,13.0
makki grill,14.0,118.0,5.571428571428571,9.571428571428571
makoto,20.0,65.0,6.285714285714286,7.571428571428571
malcolm x college,29.0,90.0,1.0,19.0
mama angie,19.0,303.0,7.0,18.0
mama angie pizza,19.0,303.0,9.0,13.0
mama boy,37.0,669.0,3.0,38.666666666666664
mama luna on addison llc,17.0,458.0,4.333333333333333,4.333333333333333
mama luna restaurant,19.0,306.0,8.75,15.5
mama mia chicago pizza,19.0,303.0,7.0,18.0
mama milano,37.0,290.0,3.8333333333333335,25.833333333333332
mama nena shrimp house inc,59.0,706.0,1.5,13.0
mambo cafe,16.0,329.0,3.0,9.0
mamina kuhinja,76.0,538.0,7.5,7.5
mamma mia,19.0,303.0,9.5,9.0
man-jo-vin inc,46.0,647.0,2.6666666666666665,3.1666666666666665
mana food bar,25.0,481.0,2.0,17.0
mancini,52.0,787.0,4.0,2.5
mandarin chinese rest,14.0,750.0,6.666666666666667,4.666666666666667
mandarin kitchen,35.0,3.0,4.8,4.2
mandy noor,14.0,119.0,6.0,8.0
maneethai 3,25.0,438.0,3.5,24.5
maneethai restaurant,20.153846153846153,400.53846153846155,7.153846153846154,15.384615384615385
mangal,6.0,225.0,9.0,6.0
"mangia fresca inc.,",58.0,59.0,3.3333333333333335,4.166666666666667
mango pickle,76.0,539.0,7.0,9.5
manjares al express,33.0,126.0,7.75,6.5
manna for life,25.0,300.0,5.5,19.0
manny cafe midway,53.0,86.0,2.7777777777777777,4.444444444444445
manny express midway,53.0,86.0,3.0,5.5
manny tacos burritos,50.0,229.0,8.0,12.8
mannys coffee house,29.0,97.0,3.6666666666666665,28.0
mannys coffee shop inc,29.0,97.0,5.0,24.0
manolo tamales #3,32.0,261.0,8.333333333333334,13.333333333333334
"manolos tamales, inc. #1",61.0,777.0,6.857142857142857,7.0
"manolos tamales, inc. #2",62.0,232.0,8.0,5.333333333333333
manzo burger,74.0,378.0,6.0,5.25
maple ash/ eight bar,37.0,230.0,6.0,19.0
marathon,64.0,182.0,5.0,16.0
maravillas restaurant,8.0,477.0,5.6,4.2
marble,23.0,387.0,4.5,13.5
marcela restaurant,23.0,550.0,4.333333333333333,14.0
marcela restaurant ll,23.0,550.0,2.5,16.0
marcello market deli,38.0,92.0,6.125,24.125
marchesa,37.0,670.0,18.0,24.0
marco beef,74.0,379.0,3.0,7.0
marco drive inn,19.0,78.0,6.75,11.25
margaret,15.0,259.0,3.0,9.833333333333334
margarita pizzeria,54.5,359.0,4.8,19.2
margarita restaurant,59.0,123.0,6.0,11.0
marges still,68.0,208.0,4.5,11.0
margie beef,26.0,62.0,6.0,41.5
margie beef stand wing house,26.0,523.0,8.5,43.5
margie candies,23.0,180.0,3.0,14.0
margies candies,46.0,622.0,4.285714285714286,2.7142857142857144
mari pizza two,22.0,138.0,3.0,3.0
maria,76.0,536.0,6.0,6.0
maria mexican restaurant,26.0,598.0,3.142857142857143,45.285714285714285
maria packaged goods community bar,58.0,722.0,5.5,7.5
mariano cafe,19.0,306.0,7.0,16.5
maribella italian cuisine + bar,16.0,325.0,2.0,11.0
marie cafe catering,73.0,369.0,5.0,1.25
marie gold bake shoppe,20.0,65.0,8.1,8.5
marie golden cue,16.0,56.0,3.5,10.5
marie liquors inc.,14.0,257.0,5.2,7.2
marigold,31.0,633.0,4.0,14.0
marin ice cream shop,26.0,62.0,12.0,55.0
marinero bar and grill,16.0,116.0,3.0,8.75
mario gold coast ristorante,37.0,17.0,3.2,24.2
mario italian  lemonade inc,29.0,87.0,1.0,26.5
mario table,37.0,17.0,2.0,31.0
mario tacos corporation,21.0,439.0,6.5,4.0
marios red hots inc,17.0,444.0,5.666666666666667,6.0
marisco el nuevo vallarta #2,32.0,227.0,4.0,21.0
marisco el veneno #2 corp.,63.0,317.0,6.75,3.25
mariscos almada,49.0,705.0,2.0,3.0
mariscos bahia,55.0,640.0,3.0,8.0
mariscos buceris nayarit,59.0,738.0,4.75,11.0
mariscos el abuelo y yo seafood,55.0,612.0,3.0,5.0
mariscos el camaron pelao restaurant,30.0,800.0,5.666666666666667,27.0
mariscos el kora inc,55.0,85.0,7.5,4.75
"mariscos el kora, inc.",54.0,637.0,6.5,3.5
mariscos el veneno,63.0,238.0,6.25,8.5
mariscos gallos,54.0,698.0,4.0,1.0
mariscos la costa,25.0,518.0,6.0,20.5
mariscos la grulla,32.0,291.0,7.0,10.0
mariscos la palma,63.0,292.0,3.0,5.0
mariscos las islitas,33.0,204.0,10.285714285714286,8.0
mariscos luis,32.0,261.0,5.0,15.0
mariscos luis #2 inc.,32.0,261.0,2.75,16.25
mariscos luis-ito,54.0,697.0,21.0,3.0
mariscos mi lindo bucerias,64.0,319.0,5.333333333333333,16.333333333333332
marisqueria los cabos,15.0,361.0,5.285714285714286,9.142857142857142
mark chop suey on halsted,57.0,730.0,5.0,21.0
"markello, inc.",10.0,49.0,3.0,11.0
market creation,38.0,92.0,8.166666666666666,24.0
market creations,38.0,301.14285714285717,7.857142857142857,23.285714285714285
market thyme,38.0,580.0,8.166666666666666,21.333333333333332
markland-hubbard gourmet provisions,71.0,628.0,4.5,3.0
"markovic entertainment production, inc.",16.0,116.0,3.6,10.8
"marlin fish chicken, inc.",50.0,255.0,9.0,12.0
marlons chicken fish,67.0,515.0,3.6666666666666665,16.333333333333332
marmalade chicago,46.0,622.0,5.5,4.625
marriot marquis chicago,34.0,374.0,1.6666666666666667,5.0
marriott chicago medical district,29.0,88.0,8.333333333333334,25.333333333333332
"marriott hotel services, inc.",37.0,626.0,3.5,22.5
marshall landing,37.0,652.0,3.5,33.0
marshfield urban grill,68.0,743.0,2.0,8.0
mart anthony,25.0,521.0,5.333333333333333,17.333333333333332
mart plaza catering corp,37.0,652.0,4.5,27.416666666666668
martha grill,21.0,439.0,19.0,6.0
martin corner,33.0,126.0,2.8333333333333335,5.833333333333333
martini club,15.0,311.0,4.0,9.75
martini club at manor bowling billiard,19.0,82.0,3.3333333333333335,18.333333333333332
"martino italian cuisine pizzeria, inc.",13.0,799.0,3.8333333333333335,3.0
martyrs',46.0,644.0,4.0,4.0
marvin restaurant,26.0,61.0,7.0,46.0
marwa grill,13.0,747.0,11.0,2.0
mary bar b que inc.,27.0,703.0,3.7142857142857144,16.714285714285715
mary cafe,37.0,159.0,15.0,37.0
mary food and grocery store,33.0,126.0,5.0,9.5
"marys taqueria and grocery store, inc.",33.0,126.0,3.75,4.75
marzeya bakery,42.0,175.0,3.0,13.0
mas,29.0,63.0,5.5,21.5
mas alla del sol,76.0,539.0,3.2,4.6
masa azul,23.0,548.0,5.166666666666667,17.5
masada,23.0,322.0,5.75,13.5
masaki sushi,37.0,233.0,1.8333333333333333,28.833333333333332
masala,31.0,634.0,5.0,10.0
masala   grill,20.0,40.0,8.0,11.0
masala indian and  mediterranean corp,31.0,634.0,3.0,9.333333333333334
mason,68.0,744.0,8.0,10.0
masouleh,10.0,242.0,1.5,10.5
masters pancake house,53.0,173.0,5.0,3.1666666666666665
"masti grill, inc.",20.0,40.0,8.6,9.6
mastro steakhouse,37.0,670.0,4.5,22.5
mather more than a cafe,37.84615384615385,563.7692307692307,4.0,7.538461538461538
mather more then a cafe,15.0,361.0,4.444444444444445,8.555555555555555
matilda,57.0,681.0,4.5,12.0
matisse,57.0,684.0,3.7142857142857144,13.714285714285714
matsu shita japanese restauant,20.0,65.0,7.0,15.0
matsuya japanese restaurant,57.0,731.0,5.4,15.8
maude,29.0,63.0,7.4,24.0
mavi chicago,57.0,102.0,8.0,18.0
mawa paradise,20.0,320.0,13.0,11.0
max take out,38.0,367.0,6.142857142857143,24.142857142857142
maxim restaurant inc,38.0,92.0,8.0,23.0
maxines 1 llc,26.0,69.0,8.75,42.0
maxs drive inn,20.0,15.0,6.0,9.0
maxwell,70.0,573.0,8.666666666666666,17.666666666666668
maxwell  grill,20.0,31.0,5.5,6.75
maxwell charcoal grill,70.0,531.0,5.166666666666667,24.5
maxwell on ogden,30.0,16.0,4.0,23.0
maxwell street cicero,26.0,69.0,3.5,42.0
maxwell street depot inc.,58.0,223.0,3.0,4.666666666666667
maxwell street express,70.0,530.0,2.5,22.0
maxwell street grill,55.0,351.42857142857144,5.285714285714286,20.714285714285715
maxwell street harrison,27.0,702.0,2.0,19.0
maxwell street sacramento,28.0,714.0,2.0,13.5
may and grand llc,25.0,522.0,3.8,20.8
may may gourmet food inc,35.0,3.0,6.833333333333333,2.0
may street cafe,33.0,251.0,4.5,6.75
"maya pizza, inc.",42.0,226.0,1.8333333333333333,13.166666666666666
mayan palace,68.0,794.0,4.0,7.833333333333333
mayan sol restaurant,14.0,120.0,5.0,4.0
mayan sol-la esquinita del sabor,14.0,120.0,6.5,4.5
mayfair restaurant,16.0,362.0,5.142857142857143,7.142857142857143
mayflower chinese restaurant,35.0,3.0,6.0,2.1666666666666665
mayflower restaurant,13.0,748.0,10.2,2.0
mayne/act one cafe,10.0,66.0,3.0,10.8
maza exp,68.0,770.0,3.0,8.0
mazamitla taqueria,19.0,80.0,3.0,12.0
mc donald,50.708333333333336,234.95833333333334,3.0416666666666665,9.041666666666666
mc donald #11559,19.0,137.0,3.0,13.5
mc donald #5697,17.0,458.0,3.0,4.5
mc donald 6039,15.0,26.0,3.5,8.5
mc donald restaurant,23.0,72.0,1.6666666666666667,13.0
mc donald' s  # 6888,57.0,711.0,2.0,15.0
mc donald' s # 22100,68.0,210.0,2.3333333333333335,10.666666666666666
mc donalds,33.666666666666664,263.8888888888889,4.833333333333333,15.11111111111111
mc donalds # 25509,19.0,305.0,3.2,12.2
mc donalds # 6771,23.0,373.0,2.25,14.75
mc donalds restaurant,20.0,359.0,1.5,5.0
mc namara food drinks,16.0,363.0,7.5,5.833333333333333
mccb,35.0,3.0,6.5,4.5
mccormick place - north building,34.0,374.0,3.0,5.333333333333333
mccormick place - south building - savor,34.0,374.0,4.666666666666667,5.833333333333333
mccormick place - west building  - savor,34.0,193.0,5.0,5.0
mccormick place- lakeside center- savor,34.0,374.0,3.8333333333333335,4.833333333333333
mccormick schmick seafood restaurant,37.54545454545455,363.6363636363636,4.363636363636363,27.727272727272727
mcdonald,42.705882352941174,376.3529411764706,3.6,17.870588235294118
mcdonald #11290,63.0,318.0,8.5,4.5
mcdonald #20104,38.0,92.0,3.0,26.25
mcdonald #26364,38.0,92.0,3.0,17.75
mcdonald #4305,6.0,28.0,8.5,6.5
mcdonald #4308,55.0,638.0,0.0,1.0
mcdonald #490,73.0,316.0,5.5,1.5
mcdonald #5813,49.0,715.0,3.0,4.0
mcdonald #6310,53.0,605.0,6.0,15.0
mcdonald #6491,38.0,92.0,3.3333333333333335,27.666666666666668
"mcdonald rest. of ill, inc",13.0,167.0,6.0,2.0
"mcdonald rest. of illinois, inc",19.0,289.0,6.0,14.333333333333334
mcdonald restaurant,25.5,296.92857142857144,3.857142857142857,20.714285714285715
"mcdonald restaurant of illinois,inc",29.0,784.0,10.0,22.0
mcdonald restaurants,37.2,332.2,3.2,22.0
mcdonald store #4061,38.0,92.0,3.0,22.6
mcdonald' s # 5618,57.0,691.0,4.666666666666667,14.0
mcdonalds,30.93877551020408,292.2857142857143,4.408163265306122,9.061224489795919
mcdonalds  #29307,24.0,455.0,3.0,21.0
mcdonalds #27672,8.0,500.0,5.0,6.0
mcdonalds #4655,32.0,205.0,4.0,12.0
mcdonalds #5471,24.0,285.0,3.5,22.25
mcdonalds #6337,40.0,428.0,3.0,29.0
mcdonalds #7069,62.0,337.0,6.0,3.0
mcdonalds 812,67.0,495.0,3.0,12.0
mcdonalds restaurant,36.8,364.4,4.0,14.2
mcdonalds restaurant # 14173,37.0,290.0,3.75,26.5
mcdonalds restaurants,38.0,92.0,6.0,16.0
mcfadden,37.0,17.0,5.6,22.8
mcgee tavern grille,68.0,744.0,11.285714285714286,10.714285714285714
mcgill  bar  grill,14.0,117.0,5.0,7.333333333333333
mcguigans,57.0,742.0,5.666666666666667,20.333333333333332
mckellin,20.0,359.0,2.6666666666666665,7.666666666666667
mcm pub liquors,15.0,360.0,6.0,9.428571428571429
me dee inc.,6.0,106.0,3.3333333333333335,4.833333333333333
meat on chestnut,37.0,233.0,3.5,27.0
meatball hero pasta,57.0,682.0,8.0,9.0
"meathead management, llc",46.0,110.0,2.75,2.5
med kitchen,38.0,92.0,3.5,27.333333333333332
meddle coffee bar,29.0,786.0,5.0,18.0
mediteranean grill,38.0,92.0,1.6666666666666667,27.333333333333332
mediterranean grill cuisine,6.0,665.0,6.5,5.0
mee mah,13.0,748.0,6.0,3.2857142857142856
meenari oriental restaurant,13.0,167.0,5.0,4.166666666666667
meet fresh,35.0,3.0,6.5,4.0
meet whiskey,29.0,63.0,9.0,25.0
mei shung chinese restaurant,76.0,145.0,10.0,9.0
mei shung restaurant,76.0,145.0,8.25,4.5
mekato colombian bakery,6.0,29.0,10.8,6.6
melanthios,57.0,682.0,4.0,14.0
melao latin cuisine inc.,46.0,644.0,2.5714285714285716,4.142857142857143
meli cafe on dearborn,38.0,92.0,6.875,24.25
meli cafe on grand,37.0,652.0,5.777777777777778,26.444444444444443
mellos carry outs,68.0,207.0,12.428571428571429,12.714285714285714
