dba_name,community_areas,census_tracts,no_of_violations,crime_count
summer house santa monica/stella barra pizzeria,68.0,168.0,9.5,8.5
sumo restaurant,68.0,168.0,5.0,7.5
sumo sushi hibachi,57.0,684.0,5.8,14.0
sun shine restaurant,76.0,540.0,2.0,8.0
"sun smile, corp",25.0,438.0,2.0,18.333333333333332
sun sub and chicken,26.0,696.0,6.0,38.0
sun wah bar-b-q inc co,31.0,634.0,16.333333333333332,11.666666666666666
sunda,37.0,670.0,5.375,27.625
sunlight cafe,35.0,3.0,7.571428571428571,3.857142857142857
sunny bar b que,70.0,572.0,8.0,22.0
sunny side up,37.0,547.0,5.375,33.25
sunny sub,36.25,636.625,4.375,36.375
sunny-submarine,26.0,696.0,6.0,47.0
sunnyday tap,14.0,751.0,3.8333333333333335,4.833333333333333
sunrise american caribbean restaurant llc,10.0,52.0,8.5,8.5
sunrise cafe restaurant,25.0,476.0,6.0,18.333333333333332
sunrise fit club,25.0,518.0,6.0,32.0
sunrise gyros inc.,70.0,575.0,4.0,17.0
sunset caffe,20.0,15.0,4.0,9.5
sunset pho cafe,20.0,15.0,7.25,9.0
sunshine,22.0,425.0,3.8,8.0
sunshine foods,55.0,85.0,2.5,6.75
sunsub philly,26.0,596.0,6.0,50.8
suparossa,15.0,26.0,5.8,9.2
super beefee,26.0,597.0,3.3333333333333335,54.0
super chi chi restaurant inc,26.0,68.0,3.0,43.666666666666664
super falafel cafe,13.0,167.0,7.0,3.6666666666666665
super jalapeno grill inc.,23.0,280.6666666666667,5.166666666666667,12.666666666666666
super pollo y taqueria,19.0,460.0,6.75,12.625
super sharks fish chicken,41.0,431.0,5.5,2.5
super star gyros # 2 inc.,59.0,123.0,2.2857142857142856,13.0
super sub and gyros 2 inc.,64.0,319.0,2.5,18.5
super submarine,25.0,518.0,4.0,20.0
super taqueria el taconazo el tio,23.0,550.0,13.0,14.0
super tasty sub inc.,10.0,52.0,5.0,10.0
superdawg drive-in inc,36.0,656.0,4.8,2.2
supreme fish steak hoagi,65.0,385.0,0.0,21.0
surf city squeeze,29.0,786.0,2.5,24.5
sushi,25.0,109.0,7.6,17.2
sushi  para  x  inc.,68.0,18.0,6.0,13.2
sushi +,57.0,169.0,1.0,11.0
"sushi avenue, incorporated",37.0,669.0,2.0,27.555555555555557
sushi burrito,57.166666666666664,392.1666666666667,5.833333333333333,15.5
sushi dokku,29.0,63.0,6.4,25.2
sushi lounge,35.0,3.0,7.5,4.5
sushi mon,68.0,101.0,6.666666666666667,8.666666666666666
sushi mura japanese restaurant,57.0,728.0,3.0,15.2
sushi o sushi,68.0,207.0,4.5,9.0
sushi para  m,25.0,179.0,5.2,20.6
sushi para too,68.0,745.0,6.6,13.6
sushi pink,29.0,63.0,5.285714285714286,27.285714285714285
sushi sai,38.0,92.0,7.0,26.0
sushi samba,37.0,652.0,4.0,23.0
sushi taiyo/izakaya hapa,37.0,626.0,4.0,26.0
sushi taku,25.0,481.0,15.0,20.0
sushi thai iii,76.0,536.0,1.75,6.75
sushi tokoro,6.0,666.0,5.0,8.0
sushi usagi ya,25.0,484.0,4.0,17.75
sushi world,13.0,747.0,8.0,1.5
sushi-san,37.0,670.0,3.0,36.0
susie drive in,16.0,363.0,2.8,10.4
susupuato restaurant taqueria,76.0,46.0,3.875,5.875
sutherlands,15.0,231.0,4.666666666666667,9.833333333333334
svea restaurant,76.0,564.0,6.625,7.125
swanson beverly ritz,71.0,661.0,6.5,3.0
swanson beverly ritz caterin,71.0,661.0,4.5,2.25
swap-o-rama flea market,59.0,706.0,4.666666666666667,16.666666666666668
swedish american museum,76.0,540.0,3.0,10.0
swedish covenant hospital,6.0,28.0,8.0,7.6
sweet apple chinesefood inc.,24.0,285.0,10.0,32.333333333333336
sweet maple cafe,29.0,759.0,7.375,22.125
sweet rice,25.0,287.0,4.0,23.0
sweet staton,35.0,3.0,7.5,2.6666666666666665
sweetgreen,34.333333333333336,438.3333333333333,7.0,26.0
sweetgreen chicago llc,38.0,580.0,2.0,21.0
sweetwater,38.0,580.0,6.666666666666667,28.333333333333332
swift sons,29.0,63.0,5.333333333333333,25.666666666666668
swig,25.0,482.0,2.6,23.2
swim cafe,25.0,521.0,6.0,32.0
swissotel - concourse level,38.0,580.0,3.375,26.125
swissotel chicago - hotel,38.0,580.0,4.375,26.125
sydney marovitz golf course,57.0,726.0,11.833333333333334,16.666666666666668
szalas restaurant,54.0,637.0,2.0,3.0
szechuan cuisine,35.0,3.0,8.0,3.8
t b grill,14.0,120.0,4.0,5.0
t joels family restaurant,33.0,366.0,7.571428571428571,7.0
t k african kitchen,42.0,509.0,6.0,8.0
t paisans pizza grill ii,76.0,213.0,3.2,6.6
t r pub,73.0,369.0,3.0,2.0
t t mexican restaurant,42.0,175.0,5.166666666666667,14.5
ta camaron mexican grill inc.,33.0,366.0,8.0,10.0
tabaq restaurant,37.0,309.0,11.25,22.5
table fifty-two,37.0,310.0,4.428571428571429,28.857142857142858
"table, donkey stick",23.0,294.0,5.5,14.0
tabo sushi,53.0,86.0,1.6666666666666667,6.5
tabo sushi by takashi,37.0,290.0,1.0,26.5
tac quick,57.0,83.0,6.25,14.75
tacaria seven brothers,55.0,639.0,5.0,8.428571428571429
taco  bell #30409,68.0,743.0,3.1666666666666665,12.0
taco  erendira,58.0,149.0,4.0,5.875
taco and burrito express #3,25.0,483.0,3.1666666666666665,16.0
"taco bar, inc.",63.0,6.0,4.0,3.0
taco bell,23.68,356.04,3.02,12.0
taco bell #15855,57.0,211.0,2.0,13.0
taco bell #15875,68.0,743.0,4.0,11.0
taco bell #2513,53.0,588.0,5.2,4.8
taco bell #27900,71.0,627.0,6.0,2.6666666666666665
taco bell #30404,29.0,784.0,2.5,23.666666666666668
taco bell #30407,41.0,133.0,2.375,3.875
taco bell #30408,57.0,211.0,3.6666666666666665,14.666666666666666
taco bell #5751,41.0,133.0,1.0,4.0
taco bell 31279,30.0,98.0,3.3333333333333335,21.333333333333332
taco bell cantina,37.0,159.0,2.0,40.0
taco bell_#4171,29.0,784.0,1.5,27.0
taco burrito express brothers inc.,68.0,769.0,4.625,10.5
taco burrito house,47.0,490.0,5.85,13.55
taco burrito house uno,57.0,83.0,9.0,15.2
taco burrito king,32.666666666666664,436.4871794871795,5.923076923076923,18.794871794871796
"taco burrito king i, inc.",17.0,458.0,7.142857142857143,4.714285714285714
taco burrito king inc.,29.0,91.0,4.8,25.2
taco burrito palace,68.0,794.0,4.333333333333333,11.666666666666666
taco burritos los 3 pancho,68.0,795.0,5.333333333333333,10.0
taco burritos palace,57.0,692.0,3.2,11.8
taco chino,14.0,118.0,5.5,5.5
taco chino 1,14.0,118.0,4.0,4.0
taco el jaliciense,24.0,177.0,7.5,25.333333333333332
taco fresco,38.0,252.6315789473684,3.210526315789474,23.63157894736842
taco house,26.0,674.0,3.5,44.375
"taco in a bag store 1, llc",6.0,665.0,5.25,5.5
taco joe inc,73.0,369.0,4.0,2.0
taco joint,51.09090909090909,489.54545454545456,7.454545454545454,16.727272727272727
taco max,16.0,364.0,5.0,9.0
taco nietos,48.0,526.0,7.142857142857143,5.571428571428571
taco spot,45.0,187.0,5.0,18.0
"tacochino, inc.",14.0,118.0,6.5,6.5
tacontento,14.0,24.0,4.8,7.4
tacos de canasta el conde,33.0,270.0,9.5,3.0
tacos don cuco,59.0,709.0,3.75,14.375
tacos el tio,24.0,454.0,7.333333333333333,16.333333333333332
tacos garcia,23.0,387.0,5.875,12.5
tacos mario limited,63.0,292.0,5.0,5.333333333333333
tacos nietos,49.0,602.0,3.8,2.2
tacos tequilas,22.0,55.0,5.833333333333333,4.166666666666667
tacos y tamales el pollo inc.,32.0,771.0,7.666666666666667,14.0
tahoora sweets bakery,20.0,53.0,14.333333333333334,9.333333333333334
tai ho yee food co,35.0,3.0,3.25,4.0
tai tsang chinese restaurant,37.0,290.0,7.0,24.5
taipei cafe,58.0,688.0,7.0,3.6666666666666665
taiwan thai,32.0,771.0,9.0,11.0
taj mahal,48.5,776.0,7.5,17.75
taj mahal restaurant,20.0,320.0,16.0,9.0
takashi  restaurant,23.0,178.0,4.0,16.0
take me out,33.0,270.0,3.5,8.666666666666666
taketei,76.0,160.0,1.25,4.75
takie outit,25.0,476.0,6.571428571428571,19.714285714285715
"takito grill, inc.",59.0,707.0,2.0,13.666666666666666
takito kitchen,25.0,476.0,6.166666666666667,20.333333333333332
takos koreanos,76.0,564.0,5.0,5.666666666666667
takoz,29.0,5.0,6.166666666666667,22.0
talay,29.0,63.0,5.25,23.25
tamaleria vicky inc.,61.0,778.0,3.6666666666666665,6.666666666666667
tamales garibay,16.0,372.0,4.0,10.0
tamales lo mejor de guerrero,10.0,49.0,4.777777777777778,8.333333333333334
tamales rosa,61.0,801.0,3.0,6.5
tamalesy restaurant costa grande,49.0,528.0,3.0,3.0
tamarind,38.0,368.0,5.8,22.8
tamarindo loco,16.0,329.0,4.166666666666667,8.166666666666666
tandoor,68.0,769.0,14.0,11.0
tanelli pizza,18.0,397.0,4.0,1.0
"tang restaurant, inc",33.0,126.0,7.6,4.6
tango sur,57.0,728.0,4.428571428571429,15.714285714285714
tank noodle pho xe tang,31.0,634.0,10.0,9.0
tank sushi,6.0,667.0,4.0,6.0
"tankard, tap grill",25.0,179.0,3.0,23.0
tano pizza,16.0,116.0,4.375,6.5
tanoor kobob inc.,58.0,723.0,3.75,5.5
tanor kobob inc.,32.0,291.0,9.0,13.0
tanoshi sushi mikes,76.0,540.0,6.666666666666667,5.333333333333333
tanoshii,76.0,540.0,8.0,5.0
tanoshii sushi mike,29.0,784.0,2.8,21.8
tanpopo,20.0,15.0,6.0,10.0
tant llc,26.0,672.0,7.333333333333333,38.333333333333336
tanta,37.0,670.0,6.0,29.6
tanuki,57.0,680.0,4.333333333333333,14.5
tao chicago,37.0,670.0,6.0,28.0
taos restaurant,46.0,614.0,5.571428571428571,2.857142857142857
taoueria el ranchito #two inc,31.0,611.0,8.0,11.8
tap pour,53.0,86.0,2.0,7.0
tapas valencia,34.0,330.0,4.833333333333333,6.166666666666667
tapia pizza grill,10.0,242.0,4.2,8.6
tapia pizzeria inc,20.0,341.0,7.25,9.625
tapworks,29.0,91.0,7.333333333333333,21.0
taqueria,44.0,505.0,4.6,7.6
taqueria  cd  hidalgo,10.0,49.0,4.888888888888889,11.11111111111111
taqueria  el taconcito,48.0,174.0,8.0,6.0
taqueria  la zacatecana,22.0,466.0,6.0,5.2
"taqueria  mazamitla, inc.",22.0,138.0,4.333333333333333,6.833333333333333
taqueria  uptown,31.0,610.0,5.6,13.0
"taqueria 4 hermanos corp.,",61.0,777.0,4.0,2.0
taqueria 5 de mayo,46.0,624.0,4.4,4.4
taqueria amigo chino,15.0,311.0,5.666666666666667,6.666666666666667
taqueria amigo chino 2,15.0,94.0,9.8,7.8
taqueria atotonilco,61.0,801.0,6.0,7.6
taqueria atotonilco #1,32.0,771.0,5.0,11.4
taqueria atotonilco #2,59.0,740.0,6.333333333333333,10.333333333333334
taqueria brito,22.0,464.0,4.333333333333333,8.0
taqueria chile bravo,33.0,4.0,4.0,8.0
taqueria cielito lindo,10.0,49.0,7.5,12.5
taqueria coacoyula corporation,19.0,57.0,9.0,17.0
"taqueria coral, inc.",32.0,755.0,6.0,17.0
taqueria diversey,19.0,58.0,4.5,10.833333333333334
taqueria don chilo,45.0,525.0,11.0,15.333333333333334
taqueria don pancho,59.0,767.0,5.0,15.0
taqueria don robe co,49.0,602.0,3.0,4.0
"taqueria el aguila real, inc",14.0,258.0,2.6666666666666665,6.0
taqueria el arco,32.0,124.0,6.0,10.666666666666666
taqueria el arco #2,33.0,204.0,5.4,5.8
"taqueria el arco #3 el pollo feliz, inc.",63.0,317.0,7.5,5.0
taqueria el asadero #1,46.0,623.0,4.857142857142857,3.142857142857143
taqueria el bajio,61.0,777.0,7.0,6.0
taqueria el charo de san francisco,49.0,715.0,4.714285714285714,2.4285714285714284
taqueria el charro,10.0,242.0,5.571428571428571,10.714285714285714
taqueria el chorrito,10.0,242.0,7.166666666666667,13.333333333333334
taqueria el dorado,11.8,99.8,8.6,8.4
taqueria el dorado #2,14.0,118.0,10.666666666666666,6.0
taqueria el heredero inc,23.0,321.0,13.0,12.333333333333334
taqueria el herradero,63.0,318.0,2.1666666666666665,6.333333333333333
taqueria el kacheton,19.0,80.0,4.142857142857143,15.571428571428571
taqueria el molino corporation,32.0,200.0,11.333333333333334,16.833333333333332
taqueria el palmar,31.0,577.0,5.142857142857143,9.714285714285714
taqueria el pastor,63.0,292.0,3.6,5.0
taqueria el pikante,55.0,196.0,2.0,8.0
taqueria el pilon,69.0,199.0,5.0,9.0
"taqueria el potosi,inc.",16.0,325.0,4.428571428571429,9.142857142857142
taqueria el primo #2,16.0,364.0,5.5,8.125
taqueria el primo inc.,14.0,24.0,11.0,8.0
taqueria el ranchito,22.0,55.0,11.666666666666666,7.666666666666667
taqueria el rey del taco fashion 1676 inc,29.0,90.0,8.0,27.0
taqueria el tacotote inc.,33.0,270.0,4.0,13.0
taqueria el tapatio,21.0,439.0,4.5,3.6666666666666665
taqueria el taquin,52.0,787.0,5.0,2.0
taqueria el tenampa,60.0,792.0,6.0,5.0
taqueria gomez,32.0,200.0,3.625,11.875
taqueria hacienda tapatia,32.0,194.0,14.0,8.0
taqueria huandacreo,61.0,776.0,2.7142857142857144,7.285714285714286
taqueria huentitan,24.0,286.0,4.833333333333333,23.666666666666668
taqueria iguala,33.0,251.0,4.0,7.4
taqueria jamay,60.5,749.0,4.0,10.5
taqueria kairos,53.0,173.0,3.857142857142857,6.571428571428571
taqueria la cantera,55.0,718.0,5.5,6.0
taqueria la chiquita,32.0,227.0,4.857142857142857,14.142857142857142
taqueria la ciudad,59.0,677.0,4.75,13.0
taqueria la ciudad inc,59.0,677.0,5.5,7.0
taqueria la esquinita,18.0,136.0,8.0,1.75
taqueria la estrella,11.0,129.0,6.0,3.5
taqueria la estrella inc,11.0,129.0,4.666666666666667,4.0
taqueria la fiesta,18.4,269.8,6.3,7.9
taqueria la fogata,14.0,117.0,2.3333333333333335,7.0
"taqueria la hacienda, inc.",61.0,801.0,3.6666666666666665,8.0
"taqueria la haciendita, inc.",63.0,292.0,5.0,3.5
taqueria la lagartija,29.0,90.0,6.375,22.375
taqueria la mexicana,58.0,172.0,4.2,3.8
taqueria la oaxaquena,16.0,329.0,7.0,9.25
taqueria la paz,19.0,306.0,6.0,12.833333333333334
taqueria la placita,56.0,192.0,10.0,1.0
taqueria la plebe,61.0,777.0,8.0,5.0
taqueria los altos de jalisco,63.0,292.0,6.0,5.0
taqueria los amigos,61.0,776.0,3.0,5.0
taqueria los azares,77.0,654.0,4.2,1.2
taqueria los barrilitos,32.0,755.0,8.5,12.833333333333334
taqueria los comales # 12,63.0,339.0,6.833333333333333,5.666666666666667
taqueria los comales #1 inc,32.0,124.0,8.333333333333334,12.5
taqueria los comales #11,23.0,294.0,6.833333333333333,16.166666666666668
taqueria los dos michoacanos,14.0,120.0,5.0,6.2
taqueria los flacos,14.0,119.75,4.5,7.5
taqueria los gallos 2 inc,55.0,156.0,6.4,5.2
taqueria los gallos 3 inc.,53.0,587.0,5.428571428571429,5.142857142857143
taqueria los gallos inc,32.0,194.0,9.75,9.75
taqueria los portales,10.0,358.0,6.333333333333333,10.666666666666666
"taqueria los portales, inc.",10.0,358.0,2.0,9.0
"taqueria maravatio, inc",61.0,112.0,3.5,8.25
taqueria maria,32.0,312.0,5.0,18.0
taqueria martinez,32.0,312.0,5.0,8.0
"taqueria mazamitla, inc.",19.0,80.0,3.0,15.75
taqueria mi guadalupe,10.0,49.0,2.0,15.0
taqueria mi linda hacienda inc.,21.0,75.0,5.571428571428571,3.4285714285714284
"taqueria mi lindo durango, inc",72.0,594.0,4.5,8.375
taqueria moran,23.0,322.0,4.333333333333333,13.666666666666666
taqueria morelia,14.0,117.0,7.0,7.142857142857143
taqueria morelos,19.0,82.0,5.5,12.666666666666666
taqueria nuevo jalisco,21.0,135.0,6.0,4.0
taqueria ochoa #2,64.0,349.0,9.0,15.0
taqueria palacio,33.0,250.0,3.0,6.4
taqueria pasadita express,16.0,372.0,4.0,10.0
taqueria poncitlan #5,15.0,115.0,2.0,12.0
taqueria primo chukis uptown,31.0,610.0,11.333333333333334,7.333333333333333
taqueria restaurante mazamitla,22.0,138.0,4.5,8.0
taqueria sabor y sazon,33.0,270.0,5.0,7.333333333333333
taqueria san jose #1,58.0,149.0,8.833333333333334,5.0
taqueria san juanito,14.0,118.0,7.0,6.666666666666667
taqueria san matias,14.0,258.0,5.25,6.25
taqueria santa rita,6.0,28.0,4.833333333333333,4.0
taqueria siglo xx,14.0,120.0,4.142857142857143,6.714285714285714
taqueria super burrito,25.0,302.0,5.285714285714286,22.571428571428573
taqueria taco bueno inc.,33.0,126.0,2.7142857142857144,7.0
taqueria tayahua,33.0,204.0,8.0,7.142857142857143
taqueria teloloapan,23.0,74.0,5.0,9.0
taqueria uptown,46.0,100.81818181818181,7.181818181818182,9.545454545454545
taqueria valparaiso,71.0,553.0,4.2,2.2
taqueria vargas,20.0,32.0,9.333333333333334,6.0
taqueria varitas,4.0,165.0,8.0,7.0
taqueria villa,64.0,319.0,3.6,19.8
taqueria y birrieria el cabrito,59.0,740.0,1.75,13.0
"taqueria y birrieria morelia, inc.",60.0,773.0,5.0,3.25
taqueria y restaurant don ramon,18.0,136.0,5.5,2.5
taqueria y restaurant la piri,19.0,81.0,7.6,13.4
taqueria y restaurant la sabrosita,61.0,777.0,7.0,8.5
taqueria y tamalcia roman,19.0,80.0,19.0,12.0
taqueria y tamaleria guerrerence,17.0,396.0,5.75,4.25
taqueria y tortilleria atotonilco,33.0,365.0,6.666666666666667,5.5
taquerias el paso #1,19.0,305.0,6.0,22.0
taquieria maria,32.0,312.0,3.5,12.5
"taquizas don rafa, company",33.0,4.0,5.333333333333333,5.666666666666667
taquizas y banquetes el siete,55.0,639.0,2.5,7.0
tarantino,68.0,797.0,6.142857142857143,12.285714285714286
tarascas international,68.0,18.0,4.428571428571429,12.428571428571429
tarboush mediterranean grill,25.0,437.0,3.0,20.666666666666668
target - store t-1488,40.0,140.0,4.5,11.0
target store # 1889,38.0,12.0,2.75,23.75
target store #1437,22.0,425.0,6.0,5.5
target store - 1879,54.0,563.0,3.6666666666666665,2.0
target store- 2078,56.0,192.0,6.0,3.0
tasssili,16.0,269.0,3.8333333333333335,9.166666666666666
taste  bud,27.0,675.0,3.0,21.5
taste of asia,57.0,682.0,6.5,8.5
taste of canton,56.0,192.0,9.0,4.0
taste of chicago,50.0,7.0,7.5,9.0
taste of chicago inc,45.0,253.0,5.0,24.5
taste of lebanon,31.0,610.0,3.142857142857143,10.428571428571429
taste of peru,10.0,242.0,3.875,9.875
taste of thai town,14.0,117.0,6.333333333333333,7.0
taste of trinidad,10.0,52.0,5.0,11.0
tastee  freez,23.0,350.0,4.0,18.0
tastee cafe,4.0,447.0,18.0,7.0
tastee freez,55.0,156.0,4.5,11.0
"tasty beef sub,inc.",24.0,584.0,7.0,22.0
"tasty beef, inc.",30.0,800.0,8.0,34.0
tasty chicken salad,27.0,659.0,6.0,22.0
tasty chicken salad food mart,45.0,568.0,14.0,14.0
tasty china,24.0,455.0,8.0,22.6
tasty gyros,26.0,671.0,8.666666666666666,45.666666666666664
tasty place,35.0,3.0,5.0,3.3333333333333335
tasty sub,10.0,52.0,5.4,9.6
tatsu,29.0,87.0,4.5,26.5
tattler post #973 amer. legion,46.0,623.0,4.0,4.5
taurus flavors,44.0,223.0,4.25,18.5
"taurus flavors, inc.",41.0,133.0,5.0,6.0
taurus restaurant,15.0,259.0,5.0,8.0
taus authentic,25.0,481.0,3.0,25.0
tavern at the park,38.0,580.0,4.75,24.0
tavern on littlefort,46.0,623.0,3.0,3.2
tavern on rush,37.0,105.0,6.833333333333333,30.5
tavern on wells,37.0,290.0,9.0,24.0
taverna 750,57.0,692.0,4.0,9.0
tavernita,37.0,670.0,3.0,29.0
tavish,68.0,770.0,0.0,15.0
taxim,25.0,481.0,5.8,29.4
taylor food mart,29.0,87.0,8.714285714285714,23.714285714285715
taylor made pizza,29.0,759.0,5.0,28.4
taylor st kitchen,29.0,5.0,3.0,28.0
taylor street market,53.0,86.0,2.0,5.0
taylormade que,66.0,479.0,18.0,24.0
taza,38.0,92.0,6.0,26.5
taza  bakery,20.0,40.0,3.25,10.5
taza bakery,20.0,40.0,10.0,5.0
taza cafe,38.0,92.0,5.25,22.0
tbd,54.75,635.75,4.25,11.75
tbs african restaurant,6.0,666.0,6.0,3.0
tc hotdogs,24.0,285.0,3.75,21.25
tea room,37.0,104.0,6.833333333333333,32.666666666666664
teaser pub,36.0,699.0,3.75,4.5
teavana #21920,57.0,239.0,7.0,11.0
tecalitlan,25.0,462.0,6.4,18.4
"tech shield, inc.",57.0,692.0,4.2,12.0
teddy grill,58.0,172.0,4.75,1.75
tedino,76.0,93.0,7.0,7.0
tee snack shop,26.0,696.0,1.5,51.0
tel aviv restaurant inc,20.0,31.0,6.25,9.375
tempesta market,25.0,521.0,6.5,18.0
tempo cafe,37.0,104.0,9.833333333333334,25.666666666666668
temporis,25.0,484.0,2.0,22.0
tequila cj restaurant,53.0,607.0,4.5,5.75
tequila grill restaurant,26.0,695.0,2.0,53.0
teresa restaurant /banquet hal,15.0,260.0,4.666666666666667,10.0
"terrace grill, inc.",5.0,400.0,8.5,4.5
terrace on clark,38.0,92.0,9.0,12.0
terry,28.2,516.0,3.4,43.6
terry toffee inc.,25.0,522.0,3.0,27.0
tesfa ethiopian cuisine,31.0,241.0,5.0,11.0
tesfa ethiopian cusine,31.0,241.0,6.0,12.0
tesori,38.0,367.0,5.615384615384615,34.07692307692308
tete charcuterie,29.0,63.0,4.0,34.0
texas de brazil,37.0,159.0,4.0,29.25
texas taco,25.0,299.0,4.0,26.0
texican chicago,37.0,617.0,3.5,35.5
tezcal restaurant,16.0,214.0,3.0,2.0
tgi friday,37.0,158.0,4.0,29.0
thai,46.0,614.0,4.5,4.75
thai  burrito,68.0,101.0,4.5,10.5
thai aree house,16.0,328.0,2.8,9.2
thai aroma inc,31.0,577.0,8.0,9.5
thai avenue restaurant,31.0,634.0,8.0,9.5
thai bowl,29.0,87.0,6.714285714285714,22.0
"thai bowl noodle,rice and bubble tea",68.0,769.0,7.714285714285714,12.0
thai classic restaurant,57.0,731.0,7.0,14.0
thai eatery,23.0,323.0,4.0,24.0
thai kitchen,57.0,724.0,5.5,9.0
thai lagoon restaurant,25.0,298.0,9.833333333333334,26.666666666666668
thai on clark,31.0,611.0,4.142857142857143,9.571428571428571
thai oscar,6.0,666.0,5.75,6.75
thai pastry restaurant,31.0,634.0,6.8,9.2
thai room restaurant inc.,46.0,624.0,2.8,4.2
thai spice,10.0,48.0,3.8,7.4
thai spoon,38.0,368.0,6.0,20.25
thai spoon and sushi,38.0,368.0,10.2,31.8
thai thank you,57.0,742.0,4.2,13.2
thai thank you rice noodles,57.0,742.0,6.0,8.0
thai uptown,31.0,241.0,5.4,11.2
thai valley restaurant,14.0,24.0,9.285714285714286,5.0
thai village restaurant,25.0,476.0,8.166666666666666,20.666666666666668
thai wok,29.0,87.0,7.0,29.5
"thaiday chicago, inc",57.0,682.0,3.0,15.0
thali restaurant,19.0,81.0,6.833333333333333,14.333333333333334
thalia spice asian fusion bistro,25.0,522.0,7.428571428571429,25.0
that a burger,41.0,431.0,4.0,2.0
that little mexican cafe ii,76.0,145.0,5.375,5.25
the  spice,22.0,55.0,10.25,7.0
the  veranda on thorndale,76.0,213.0,16.5,10.0
the 3rd coast,37.0,17.0,4.111111111111111,28.444444444444443
the aberdeen tap,25.0,522.0,4.25,20.25
the admiral at the lake,31.0,635.0,6.833333333333333,10.333333333333334
the allerton hotel,37.0,158.0,6.285714285714286,27.714285714285715
the angry crab,20.0,15.0,10.0,3.0
the anthem,25.0,518.0,3.25,20.0
the ark,20.0,40.0,3.6666666666666665,8.666666666666666
the art institute of chicago,38.0,147.0,1.8,25.4
the art of  pizza inc,57.0,712.0,4.5,9.333333333333334
the art of chicken,23.0,324.0,3.5,15.25
the artisan cellars,37.0,652.0,4.714285714285714,24.285714285714285
the arts club of chicago,37.0,159.0,2.0,22.666666666666668
the atlantic bar grill,6.0,28.0,5.8,5.8
the bad apple,46.0,623.0,4.5,2.5
the bagel inc,57.0,683.0,4.875,12.125
the baked tomato,16.0,269.0,4.0,9.0
the banana leaf,39.0,188.0,10.25,27.25
the bar 10 doors,29.0,759.0,6.2,21.6
the bar b que zone,49.0,602.0,3.0,4.5
the bar on buena,31.0,577.0,5.0,9.666666666666666
the bbq zone,49.0,602.0,1.6666666666666667,5.333333333333333
the bean caffe,68.0,744.0,4.25,12.5
the bean caffe',68.0,797.0,7.333333333333333,15.666666666666666
the bedford,25.0,481.0,5.75,19.25
the beer bistro,29.0,91.0,7.4,25.2
the beer bistro north,68.0,210.0,7.6,10.2
the bellemore,29.0,784.0,4.0,13.0
the bentley tavern,57.0,712.0,3.0,16.5
the big cheese on lincoln,46.0,623.0,5.666666666666667,4.0
"the big state, inc.",25.0,520.0,3.0,22.5
the bistro by the pier,37.0,534.0,3.0,25.5
the black duck,68.0,168.0,8.0,8.0
the blanchard,68.0,271.0,6.0,15.0
the bluebird bistro winebar,25.0,438.0,7.0,24.0
the boathouse cafe,25.0,301.0,5.0,25.0
the boiler room,23.0,322.0,6.0,12.666666666666666
the bongo room,25.0,481.0,7.625,22.625
the bookcellar,6.0,665.0,3.5,4.5
the boundary,25.0,481.0,3.5,19.666666666666668
the brazilian bowl,57.0,730.0,4.75,14.875
the breakers at edgewater,76.0,93.0,17.5,12.0
the breakfast club inc,25.0,521.0,7.285714285714286,15.714285714285714
the brealfast lounge,68.0,210.0,19.0,11.0
the brewery,17.0,392.0,7.0,2.0
the bridge cafe,38.0,92.0,4.0,26.0
the bristol,23.0,178.0,5.5,14.833333333333334
the brixton,76.0,564.0,6.75,7.0
the brown  sack,23.0,550.0,3.5,15.5
the buckingham athletic club,38.0,92.0,2.8,20.8
the budlong,57.0,684.0,11.0,10.0
the budlong hot chicken,37.0,731.0,7.5,9.0
the bungalow cafe,36.0,656.0,6.5,6.5
the burger point,34.0,330.0,3.5,3.8333333333333335
the burrito house,57.0,239.0,6.0,12.6
the burrito king,15.0,115.0,6.0,5.0
the butcher larder,25.0,109.0,4.0,19.0
the cajun connoisseur,5.0,398.0,18.0,2.0
the capital grille,37.0,158.0,4.833333333333333,26.5
the casino,37.0,233.0,8.0,26.666666666666668
the cheesecake factory,37.0,233.0,5.666666666666667,26.0
the cherry circle room,38.0,367.0,4.25,27.5
the chg bear sports bar/grill,62.0,337.0,5.2,2.6
the chicago club,38.0,367.0,5.0,26.142857142857142
the chicago diner inc,57.0,730.0,4.142857142857143,16.714285714285715
the chicago firehouse rest.,34.0,374.0,8.0,11.5
the chicago firehouse restaurant,34.0,374.0,4.0,9.0
the chicago house of 'za vegan pizzeria,57.0,650.0,9.0,21.0
the chicago lighthouse,29.0,5.0,1.6666666666666667,21.0
the chicago theater works,57.0,680.0,4.0,10.0
the clark street dog,57.0,682.0,3.5,14.666666666666666
the cliff dwellers,38.0,367.0,4.142857142857143,29.0
the clipper/ cc ferns,25.0,301.0,8.0,33.0
the coffee alley,29.0,87.0,3.888888888888889,23.666666666666668
the coffee shop,76.0,212.0,6.25,4.0
the coffee studio,76.0,538.0,1.5,7.333333333333333
the common cup,10.0,358.0,3.875,10.75
the congress hotel,38.0,367.0,5.388888888888889,21.11111111111111
the continental,37.0,159.0,2.25,24.0
the corned beef factory sandwich shop,29.0,63.0,2.6666666666666665,19.333333333333332
the cotton duck,25.0,462.0,5.0,27.0
the cousins restaurant,31.0,611.0,2.0,18.0
